# K+N->K0P
# Angle vs. Cross-section (millibarns)
# 100 MeV

  0	0.7834E-04
  5	0.8326E-02
 10	0.3098E-01
 15	0.6297E-01
 20	0.9897E-01
 25	0.1348E+00
 30	0.1678E+00
 35	0.1968E+00
 40	0.2214E+00
 45	0.2415E+00
 50	0.2575E+00
 55	0.2697E+00
 60	0.2783E+00
 65	0.2838E+00
 70	0.2863E+00
 75	0.2859E+00
 80	0.2828E+00
 85	0.2772E+00
 90	0.2694E+00
 95	0.2598E+00
100	0.2491E+00
105	0.2382E+00
110	0.2280E+00
115	0.2198E+00
120	0.2145E+00
125	0.2132E+00
130	0.2164E+00
135	0.2246E+00
140	0.2375E+00
145	0.2545E+00
150	0.2743E+00
155	0.2954E+00
160	0.3162E+00
165	0.3347E+00
170	0.3493E+00
175	0.3586E+00
180	0.3618E+00
