# K+N->K0P
# Angle vs. Cross-section (millibarns)
# 1000 MeV

  0	0.5753E-04
  5	0.6099E-01
 10	0.1905E+00
 15	0.3383E+00
 20	0.4811E+00
 25	0.6000E+00
 30	0.6799E+00
 35	0.7134E+00
 40	0.7008E+00
 45	0.6491E+00
 50	0.5775E+00
 55	0.4980E+00
 60	0.4202E+00
 65	0.3508E+00
 70	0.2931E+00
 75	0.2474E+00
 80	0.2128E+00
 85	0.1874E+00
 90	0.1693E+00
 95	0.1570E+00
100	0.1489E+00
105	0.1436E+00
110	0.1400E+00
115	0.1367E+00
120	0.1329E+00
125	0.1282E+00
130	0.1223E+00
135	0.1149E+00
140	0.1060E+00
145	0.9504E-01
150	0.8196E-01
155	0.6686E-01
160	0.5055E-01
165	0.3452E-01
170	0.2084E-01
175	0.1159E-01
180	0.8308E-02
