# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 150 MeV

0.000 -1.418180E-02
9.000 -1.427439E-03
18.000 9.094108E-03
27.000 1.611007E-02
36.000 1.729570E-02
45.000 1.460933E-02
54.000 1.280370E-02
63.000 1.230968E-02
72.000 1.181078E-02
81.000 1.071618E-02
90.000 9.043103E-03
99.000 7.233018E-03
108.000 6.161345E-03
117.000 5.773468E-03
126.000 4.164142E-03
135.000 1.170070E-03
144.000 -2.063997E-03
153.000 -4.854491E-03
162.000 -5.371092E-03
171.000 -2.628302E-04
180.000 3.207769E-03
