# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 400 MeV

0.000 6.851823E-02
9.000 4.880179E-02
18.000 3.192025E-02
27.000 1.840058E-02
36.000 1.010721E-02
45.000 8.289355E-03
54.000 7.470399E-03
63.000 5.139381E-03
72.000 2.657333E-03
81.000 1.360638E-03
90.000 2.055695E-03
99.000 5.465165E-03
108.000 1.257723E-02
117.000 2.378905E-02
126.000 3.354783E-02
135.000 3.258232E-02
144.000 2.403877E-02
153.000 1.048235E-02
162.000 -1.603348E-02
171.000 -3.644341E-02
180.000 -3.056196E-02
