# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 200 MeV

0.000 -5.279365E-03
9.000 6.749632E-03
18.000 1.683239E-02
27.000 2.432553E-02
36.000 2.725265E-02
45.000 2.617910E-02
54.000 2.430651E-02
63.000 2.286897E-02
72.000 2.189091E-02
81.000 2.137612E-02
90.000 2.132758E-02
99.000 2.137486E-02
108.000 2.022105E-02
117.000 1.545606E-02
126.000 6.386280E-03
135.000 -3.077029E-03
144.000 -9.864897E-03
153.000 -1.377262E-02
162.000 -1.291443E-02
171.000 -1.494712E-03
180.000 2.633038E-03
