# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 350 MeV

0.000 4.621625E-02
9.000 3.603532E-02
18.000 2.644837E-02
27.000 1.795086E-02
36.000 1.332388E-02
45.000 1.531147E-02
54.000 1.899161E-02
63.000 2.121315E-02
72.000 2.246281E-02
81.000 2.379605E-02
90.000 2.602843E-02
99.000 2.984542E-02
108.000 3.583289E-02
117.000 4.322450E-02
126.000 4.518541E-02
135.000 3.445953E-02
144.000 1.925503E-02
153.000 3.572298E-03
162.000 -1.813816E-02
171.000 -2.869686E-02
180.000 -1.896860E-02
