# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 500 MeV

0.000 5.876457E-02
9.000 4.158926E-02
18.000 2.715798E-02
27.000 1.594647E-02
36.000 8.767558E-03
45.000 4.793125E-03
54.000 -5.880090E-05
63.000 -7.431273E-03
72.000 -1.591500E-02
81.000 -2.421476E-02
90.000 -3.181488E-02
99.000 -3.814698E-02
108.000 -4.149524E-02
117.000 -3.941296E-02
126.000 -3.271188E-02
135.000 -2.572890E-02
144.000 -2.162102E-02
153.000 -2.232705E-02
162.000 -2.834037E-02
171.000 -2.422049E-02
180.000 -1.836890E-02
