# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 900 MeV

0.000 8.318578E-02
9.000 5.314533E-02
18.000 2.320164E-02
27.000 -1.814404E-02
36.000 -7.406201E-02
45.000 -1.197154E-01
54.000 -1.416974E-01
63.000 -1.491302E-01
72.000 -1.484411E-01
81.000 -1.411334E-01
90.000 -1.264803E-01
99.000 -1.029266E-01
108.000 -6.969468E-02
117.000 -3.011589E-02
126.000 4.938703E-03
135.000 1.993666E-02
144.000 6.637338E-04
153.000 -7.347894E-02
162.000 -2.233345E-01
171.000 -2.424884E-01
180.000 -1.588281E-01
