# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 50 MeV

0.000 1.911857E-02
9.000 -7.010697E-04
18.000 -1.655240E-02
27.000 -2.734010E-02
36.000 -3.175826E-02
45.000 -3.212694E-02
54.000 -3.094924E-02
63.000 -2.887085E-02
72.000 -2.576207E-02
81.000 -2.115782E-02
90.000 -1.454924E-02
99.000 -6.274439E-03
108.000 1.806171E-03
117.000 7.491623E-03
126.000 9.932179E-03
135.000 1.062501E-02
144.000 1.474720E-02
153.000 2.397315E-02
162.000 2.325454E-02
171.000 -6.812726E-03
180.000 -4.722223E-02
