# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 450 MeV

0.000 7.456152E-02
9.000 5.172754E-02
18.000 3.260299E-02
27.000 1.775846E-02
36.000 8.561077E-03
45.000 4.827628E-03
54.000 8.882157E-04
63.000 -5.180063E-03
72.000 -1.147601E-02
81.000 -1.654622E-02
90.000 -1.982001E-02
99.000 -2.095695E-02
108.000 -1.919586E-02
117.000 -1.306826E-02
126.000 -3.385294E-03
135.000 3.599358E-03
144.000 4.461506E-03
153.000 -2.071751E-03
162.000 -2.392326E-02
171.000 -3.782594E-02
180.000 -3.200784E-02
