# Proton-Neutron Scattering
# Angle vs. Cross-section Fractional Variation
# 1000 MeV

0.000 2.636702E-01
9.000 1.714417E-01
18.000 9.519485E-02
27.000 3.131092E-02
36.000 -2.193224E-02
45.000 -6.009950E-02
54.000 -8.422952E-02
63.000 -1.010665E-01
72.000 -1.147841E-01
81.000 -1.272622E-01
90.000 -1.383586E-01
99.000 -1.457898E-01
108.000 -1.468863E-01
117.000 -1.422029E-01
126.000 -1.371585E-01
135.000 -1.403938E-01
144.000 -1.631548E-01
153.000 -2.187125E-01
162.000 -2.738734E-01
171.000 -2.277862E-01
180.000 -1.780796E-01
