# Smoothed out versions of the inelastic pion-nucleon cross section used in Rein-Sehgal coherent pi0
# production xsec: D.Rein and L.M.Sehgal,Nucl.Phys.B223:29-144 (1983).
# The data used here are coming from CERN-HERA 79-01, 1979, 
#'Compilation of cross sections I - pi- and pi+ induced reactions'
#
# Tpi (MeV) sigpi_inel (mb)
0.00000E+0  0.00000E+0
1.98413E+0  1.85471E-1
4.96032E+1  2.78207E+0
9.32540E+1  8.53168E+0
1.09127E+2  1.68779E+1
1.19048E+2  2.67079E+1
1.34921E+2  3.85781E+1
1.42857E+2  4.72952E+1
1.48810E+2  5.47141E+1
1.58730E+2  6.06492E+1
1.72619E+2  6.23184E+1
1.86508E+2  5.84235E+1
1.94444E+2  4.45131E+1
2.00397E+2  3.41267E+1
2.12302E+2  2.44822E+1
2.36111E+2  1.52087E+1
2.75794E+2  9.64451E+0
3.37302E+2  9.45904E+0
4.16667E+2  1.14992E+1
4.84127E+2  1.33539E+1
5.39683E+2  1.63215E+1
5.73413E+2  2.11437E+1
6.11111E+2  2.33694E+1
6.52778E+2  1.79907E+1
7.08333E+2  1.55796E+1
7.51984E+2  1.74343E+1
7.93651E+2  2.17002E+1
8.13492E+2  2.61515E+1
8.39286E+2  3.00464E+1
8.75000E+2  3.35703E+1
9.18651E+2  3.50541E+1
9.50397E+2  2.67079E+1
9.64286E+2  2.04019E+1
9.98016E+2  1.74343E+1
1.04762E+3  1.44668E+1
1.09127E+3  1.68779E+1
1.13294E+3  2.11437E+1
1.20833E+3  2.31839E+1
1.29762E+3  2.46677E+1
1.42063E+3  2.44822E+1
1.51786E+3  2.41113E+1
1.63492E+3  2.31839E+1
1.73611E+3  2.31839E+1
1.83929E+3  2.41113E+1
1.95040E+3  2.55951E+1
2.01099E+3  2.53928E+1
2.49620E+3  2.46396E+1
2.92834E+3  2.39938E+1
3.52732E+3  2.34541E+1
4.36893E+3  2.27520E+1
5.10441E+3  2.22650E+1
5.92330E+3  2.17773E+1
6.59813E+3  2.13978E+1
7.37912E+3  2.09640E+1
8.17527E+3  2.05837E+1
9.22923E+3  2.00409E+1
1.00557E+4  1.97675E+1
